raw_entry,entry_type,extracted_host,is_brand_target
*.bvtele.com/,wildcard_subdomain,bvtele.com,False
*.bydesign.com/,wildcard_subdomain,bydesign.com,False
*.c2.zedo.com/,wildcard_subdomain,c2.zedo.com,False
*.ca-as-1.agilone.com/,wildcard_subdomain,ca-as-1.agilone.com,False
*.cacd-uscourts.com/,wildcard_subdomain,cacd-uscourts.com,False
*.cacher.io/,wildcard_subdomain,cacher.io,False
*.Cafeteriachurreriababylon.com/,wildcard_subdomain,Cafeteriachurreriababylon.com,False
*.cageadinvest.eu/,wildcard_subdomain,cageadinvest.eu,False
*.cagnac.fr/,wildcard_subdomain,cagnac.fr,False
*.calameo.com/,wildcard_subdomain,calameo.com,False
*.Calendar.live.com/,wildcard_subdomain,Calendar.live.com,False
*.callhome.it/,wildcard_subdomain,callhome.it,False
*.campaignbreeze.com/,wildcard_subdomain,campaignbreeze.com,False
*.Canacofactura.com.mx/,wildcard_subdomain,Canacofactura.com.mx,False
*.canadianrugs.com/,wildcard_subdomain,canadianrugs.com,False
*.canalblog.com/,wildcard_subdomain,canalblog.com,False
*.candid-images.s3.amazonaws.com/,wildcard_subdomain,candid-images.s3.amazonaws.com,False
*.candopro.com.au,wildcard_subdomain,candopro.com.au,False
*.candyflossadvisor.com,wildcard_subdomain,candyflossadvisor.com,False
*.canecorsochronicle.com/,wildcard_subdomain,canecorsochronicle.com,False
*.caracasderumba.com.ve,wildcard_subdomain,caracasderumba.com.ve,False
*.cardelmar-assets.s3.amazonaws.com/,wildcard_subdomain,cardelmar-assets.s3.amazonaws.com,False
*.cardscan.net/,wildcard_subdomain,cardscan.net,False
*.carindoauto.net/,wildcard_subdomain,carindoauto.net,False
*.caringo.com/,wildcard_subdomain,caringo.com,False
*.casaalberti.com/,wildcard_subdomain,casaalberti.com,False
*.casadeavila.com/,wildcard_subdomain,casadeavila.com,False
*.casadelinfanzon.com/,wildcard_subdomain,casadelinfanzon.com,False
*.casamancaise.com/,wildcard_subdomain,casamancaise.com,False
*.casenetllc.com/,wildcard_subdomain,casenetllc.com,False
*.casewarecloud.com/,wildcard_subdomain,casewarecloud.com,False
*.cashtransfercenters.com/,wildcard_subdomain,cashtransfercenters.com,False
*.cast-control.net/,wildcard_subdomain,cast-control.net,False
*.castejondevaldejasa.es/,wildcard_subdomain,castejondevaldejasa.es,False
*.castlecare.us,wildcard_subdomain,castlecare.us,False
*.castlemountains.com/,wildcard_subdomain,castlemountains.com,False
*.catalogo.yclonline.com,wildcard_subdomain,catalogo.yclonline.com,False
*.catchmedia.com/,wildcard_subdomain,catchmedia.com,False
*.cathaypacific-careers.s3.amazonaws.com/,wildcard_subdomain,cathaypacific-careers.s3.amazonaws.com,False
*.catherineraynes.com/,wildcard_subdomain,catherineraynes.com,False
*.catvanloi.vn,wildcard_subdomain,catvanloi.vn,False
*.cbone-production.s3.amazonaws.com/,wildcard_subdomain,cbone-production.s3.amazonaws.com,False
*.cbs-cu.org/,wildcard_subdomain,cbs-cu.org,False
*.cbsouthicehockey.com/,wildcard_subdomain,cbsouthicehockey.com,False
*.cbsouthmarchingtitans.org/,wildcard_subdomain,cbsouthmarchingtitans.org,False
*.ccfit.co/,wildcard_subdomain,ccfit.co,False
*.cchifirm.com/,wildcard_subdomain,cchifirm.com,False
*.cctflorestal.com.br/,wildcard_subdomain,cctflorestal.com.br,False
*.cd-ladsp-com.s3.amazonaws.com/,wildcard_subdomain,cd-ladsp-com.s3.amazonaws.com,False
*.cdm-dam.s3-us-west-1.amazonaws.com/,wildcard_subdomain,cdm-dam.s3-us-west-1.amazonaws.com,False
*.cdm-dam.s3.amazonaws.com/,wildcard_subdomain,cdm-dam.s3.amazonaws.com,False
*.cdn-images.mailchimp.com/icons/social-block-v2/color-link-48.png,wildcard_subdomain,cdn-images.mailchimp.com,False
*.cdn.buzznet.com/,wildcard_subdomain,cdn.buzznet.com,False
*.cdnmock.s3.amazonaws.com/,wildcard_subdomain,cdnmock.s3.amazonaws.com,False
*.cduniverse.com/,wildcard_subdomain,cduniverse.com,False
*.ce-jeffdebruges.com/,wildcard_subdomain,ce-jeffdebruges.com,False
*.cebrune.net,wildcard_subdomain,cebrune.net,False
*.cedarbarrelsaunas.com/,wildcard_subdomain,cedarbarrelsaunas.com,False
*.cedartubs.com/,wildcard_subdomain,cedartubs.com,False
*.celebritystyleguide.com/,wildcard_subdomain,celebritystyleguide.com,False
*.celum.com/,wildcard_subdomain,celum.com,False
*.centershift.com/,wildcard_subdomain,centershift.com,False
*.centralcityparkway.com,wildcard_subdomain,centralcityparkway.com,False
*.centre.wherelawandmedicinemeet.com/,wildcard_subdomain,centre.wherelawandmedicinemeet.com,False
*.ceocashin.com/,wildcard_subdomain,ceocashin.com,False
*.cerridwenscauldron.org.uk/,wildcard_subdomain,cerridwenscauldron.org.uk,False
*.certificate-attestation.in/,wildcard_subdomain,certificate-attestation.in,False
*.certifiedprofile.com/,wildcard_subdomain,certifiedprofile.com,False
*.chameleonpower.com/,wildcard_subdomain,chameleonpower.com,False
*.championstrophy.top,wildcard_subdomain,championstrophy.top,False
*.change-fonts.s3.amazonaws.com/,wildcard_subdomain,change-fonts.s3.amazonaws.com,False
*.channelnet.com/,wildcard_subdomain,channelnet.com,False
*.chaossoftware.com/,wildcard_subdomain,chaossoftware.com,False
*.charanda.sandino.net/,wildcard_subdomain,charanda.sandino.net,False
*.chartblocks.com/,wildcard_subdomain,chartblocks.com,False
*.chase.mcap.fr/,wildcard_subdomain,chase.mcap.fr,False
*.chatbot-res.s3.amazonaws.com/,wildcard_subdomain,chatbot-res.s3.amazonaws.com,False
*.chateau-des-iles.com/,wildcard_subdomain,chateau-des-iles.com,False
*.chatplus.jp/,wildcard_subdomain,chatplus.jp,False
*.chatwee.com/,wildcard_subdomain,chatwee.com,False
*.cheap-cpr.com/,wildcard_subdomain,cheap-cpr.com,False
*.cheatsheet.com/,wildcard_subdomain,cheatsheet.com,False
*.checkio.org/,wildcard_subdomain,checkio.org,False
*.checkout-cla-extract.com/,wildcard_subdomain,checkout-cla-extract.com,False
*.chemonics-my.sharepoint.com/,wildcard_subdomain,chemonics-my.sharepoint.com,False
*.cheval-web.net/,wildcard_subdomain,cheval-web.net,False
*.chevolleau.fr/,wildcard_subdomain,chevolleau.fr,False
*.chinasandy.com/,wildcard_subdomain,chinasandy.com,False
*.chinese-tools.com/,wildcard_subdomain,chinese-tools.com,False
*.chinesetools.eu/,wildcard_subdomain,chinesetools.eu,False
*.chirofusionsoftware.com/,wildcard_subdomain,chirofusionsoftware.com,False
*.chloedesign.fr/,wildcard_subdomain,chloedesign.fr,False
*.chmakhat.com/,wildcard_subdomain,chmakhat.com,False
*.choopchirk.net/,wildcard_subdomain,choopchirk.net,False
*.chuckwalla.com/,wildcard_subdomain,chuckwalla.com,False
*.chunkys.com/,wildcard_subdomain,chunkys.com,False
*.chvp.asso.fr/,wildcard_subdomain,chvp.asso.fr,False
*.chwocoupon.info/,wildcard_subdomain,chwocoupon.info,False
*.cielo24.com/,wildcard_subdomain,cielo24.com,False
*.circlelodge.net/,wildcard_subdomain,circlelodge.net,False
*.cirruserve.com/,wildcard_subdomain,cirruserve.com,False
*.citethisforme.com/,wildcard_subdomain,citethisforme.com,False
*.citi.online.tc/,wildcard_subdomain,citi.online.tc,False
*.citydictionary.com/,wildcard_subdomain,citydictionary.com,False
*.citykylpyla.com/,wildcard_subdomain,citykylpyla.com,False
*.citymax.com/,wildcard_subdomain,citymax.com,False
*.ck2.cl/,wildcard_subdomain,ck2.cl,False
*.ckvvc98xzpzxosaiuzi.appspot.com,wildcard_subdomain,ckvvc98xzpzxosaiuzi.appspot.com,False
*.cl1p.net/,wildcard_subdomain,cl1p.net,False
*.claims.cdn.thehartford.com/,wildcard_subdomain,claims.cdn.thehartford.com,False
*.clara.io/,wildcard_subdomain,clara.io,False
*.clariteegroup.com/,wildcard_subdomain,clariteegroup.com,False
*.clarksvillenow.com,wildcard_subdomain,clarksvillenow.com,False
*.classifieds.kanavoo.com/,wildcard_subdomain,classifieds.kanavoo.com,False
*.cleardatagroup.co.uk/,wildcard_subdomain,cleardatagroup.co.uk,False
*.clevelandymca-my.sharepoint.com,wildcard_subdomain,clevelandymca-my.sharepoint.com,False
*.cleverchecklist.com/,wildcard_subdomain,cleverchecklist.com,False
*.clevver.be/,wildcard_subdomain,clevver.be,False
*.click.senate.go.th,wildcard_subdomain,click.senate.go.th,False
*.click2mail.com/,wildcard_subdomain,click2mail.com,False
*.click2translate.com/,wildcard_subdomain,click2translate.com,False
*.clicklivorno.com/,wildcard_subdomain,clicklivorno.com,False
*.clientsbox.ml,wildcard_subdomain,clientsbox.ml,False
*.clientsfirst-us.com/,wildcard_subdomain,clientsfirst-us.com,False
*.clinicarodilla.com/,wildcard_subdomain,clinicarodilla.com,False
*.clipart4you.club/,wildcard_subdomain,clipart4you.club,False
*.clipular.com/,wildcard_subdomain,clipular.com,False
*.clockshark.com/,wildcard_subdomain,clockshark.com,False
*.cloud.ihealthlabs.com/,wildcard_subdomain,cloud.ihealthlabs.com,False
*.cloud.neat.com/,wildcard_subdomain,cloud.neat.com,False
*.cloudbyte.com/,wildcard_subdomain,cloudbyte.com,False
*.cloudcodes.com/,wildcard_subdomain,cloudcodes.com,False
*.cloudconvert.org/,wildcard_subdomain,cloudconvert.org,False
*.cloudconverter.com/,wildcard_subdomain,cloudconverter.com,False
*.clouddip.com/,wildcard_subdomain,clouddip.com,False
*.cloudfiles.rackspacecloud.com/,wildcard_subdomain,cloudfiles.rackspacecloud.com,False
*.cloudfuze.com/,wildcard_subdomain,cloudfuze.com,False
*.cloudhq.net/,wildcard_subdomain,cloudhq.net,False
*.cloudnow.com/,wildcard_subdomain,cloudnow.com,False
*.cloudsafe.com/,wildcard_subdomain,cloudsafe.com,False
*.cloudsfer.com/,wildcard_subdomain,cloudsfer.com,False
*.cluster.co/,wildcard_subdomain,cluster.co,False
*.clutchmag.s3.amazonaws.com/,wildcard_subdomain,clutchmag.s3.amazonaws.com,False
*.cmapcloud.ihmc.us/,wildcard_subdomain,cmapcloud.ihmc.us,False
*.cmitsolutions.com/,wildcard_subdomain,cmitsolutions.com,False
*.cmssutah-my.sharepoint.com,wildcard_subdomain,cmssutah-my.sharepoint.com,False
*.cmts.hmsy.com/tplreferrals,wildcard_subdomain,cmts.hmsy.com,False
*.co-construct.com/,wildcard_subdomain,co-construct.com,False
*.co.network,wildcard_subdomain,co.network,False
*.cockeyedgullrestaurant.com/,wildcard_subdomain,cockeyedgullrestaurant.com,False
*.code.runnable.com/,wildcard_subdomain,code.runnable.com,False
*.code2flow.com/,wildcard_subdomain,code2flow.com,False
*.codeavengers.com/,wildcard_subdomain,codeavengers.com,False
*.codecollab.io/,wildcard_subdomain,codecollab.io,False
*.codeshare.io/,wildcard_subdomain,codeshare.io,False
*.codio.com/,wildcard_subdomain,codio.com,False
*.cogentco.com/,wildcard_subdomain,cogentco.com,False
*.cogentdatasolutions.com/,wildcard_subdomain,cogentdatasolutions.com,False
*.coggle.it/,wildcard_subdomain,coggle.it,False
*.cognitoforms.com/AMD4/AETNA,wildcard_subdomain,cognitoforms.com,False
*.coilgalvalumemurah.com/,wildcard_subdomain,coilgalvalumemurah.com,False
*.cokhiduyenhai.vn,wildcard_subdomain,cokhiduyenhai.vn,False
*.colegiovallartaac.edu.mx/,wildcard_subdomain,colegiovallartaac.edu.mx,False
*.collabedit.com/,wildcard_subdomain,collabedit.com,False
*.collaber.com/,wildcard_subdomain,collaber.com,False
*.collaboratecloud.com/,wildcard_subdomain,collaboratecloud.com,False
*.collabspace.com/,wildcard_subdomain,collabspace.com,False
*.collatebox.com/,wildcard_subdomain,collatebox.com,False
*.collegeonline3063.info/,wildcard_subdomain,collegeonline3063.info,False
*.collegeonline3066.info/,wildcard_subdomain,collegeonline3066.info,False
*.collegeonline3069.info/,wildcard_subdomain,collegeonline3069.info,False
*.collegeonline3070.info/,wildcard_subdomain,collegeonline3070.info,False
*.collegeonline3071.info/,wildcard_subdomain,collegeonline3071.info,False
*.collegeonline3072.info/,wildcard_subdomain,collegeonline3072.info,False
*.com-i.site/,wildcard_subdomain,com-i.site,False
*.combach.com/,wildcard_subdomain,combach.com,False
*.combicorb.com/breakingnews/49ColinPhillips,wildcard_subdomain,combicorb.com,False
*.combinepdf.com/,wildcard_subdomain,combinepdf.com,False
*.comesaftrfcn.fun,wildcard_subdomain,comesaftrfcn.fun,False
*.comitedesfetesderomagnieu.org/,wildcard_subdomain,comitedesfetesderomagnieu.org,False
*.comluv.s3.amazonaws.com/,wildcard_subdomain,comluv.s3.amazonaws.com,False
*.commercialcleaningleads.co.uk/,wildcard_subdomain,commercialcleaningleads.co.uk,False
*.commoncensus.com/,wildcard_subdomain,commoncensus.com,False
*.commons.wikimedia.org/,wildcard_subdomain,commons.wikimedia.org,False
*.communicloud.com/,wildcard_subdomain,communicloud.com,False
*.comnsees.com/,wildcard_subdomain,comnsees.com,False
*.companycloud.de/,wildcard_subdomain,companycloud.de,False
*.comparemyfiles.com/,wildcard_subdomain,comparemyfiles.com,False
*.compileonline.com/,wildcard_subdomain,compileonline.com,False
*.compress.photos/,wildcard_subdomain,compress.photos,False
*.computerorgonline.yolasite.com/,wildcard_subdomain,computerorgonline.yolasite.com,False
*.computersg.com/,wildcard_subdomain,computersg.com,False
*.comune.noale.ve.it/,wildcard_subdomain,comune.noale.ve.it,False
*.concordia.ca/,wildcard_subdomain,concordia.ca,False
*.conferapp.com/,wildcard_subdomain,conferapp.com,False
*.confino.ir/,wildcard_subdomain,confino.ir,False
*.confirmationlockedcloudstore.com/,wildcard_subdomain,confirmationlockedcloudstore.com,False
*.connect.coupons.com/,wildcard_subdomain,connect.coupons.com,False
*.connect.qq.com/,wildcard_subdomain,connect.qq.com,False
*.connxus.com/,wildcard_subdomain,connxus.com,False
*.constant.com/,wildcard_subdomain,constant.com,False
*.constructconnect.com/,wildcard_subdomain,constructconnect.com,False
*.consultationandcounseling.com,wildcard_subdomain,consultationandcounseling.com,False
*.consumer.huawei.com/,wildcard_subdomain,consumer.huawei.com,False
*.content-creative.s3.amazonaws.com/,wildcard_subdomain,content-creative.s3.amazonaws.com,False
*.content.newsok.com.s3.amazonaws.com/,wildcard_subdomain,content.newsok.com.s3.amazonaws.com,False
*.contentforbusinessops.com,wildcard_subdomain,contentforbusinessops.com,False
*.control.symform.com/,wildcard_subdomain,control.symform.com,False
*.conv2pdf.com/,wildcard_subdomain,conv2pdf.com,False
*.conversiontools.io/,wildcard_subdomain,conversiontools.io,False
*.convert-doc.com/,wildcard_subdomain,convert-doc.com,False
*.convert-jpg-to-pdf.net/,wildcard_subdomain,convert-jpg-to-pdf.net,False
*.convert.neevia.com/,wildcard_subdomain,convert.neevia.com,False
*.convert.town/,wildcard_subdomain,convert.town,False
*.convertfiles.com/,wildcard_subdomain,convertfiles.com,False
*.convertico.com/,wildcard_subdomain,convertico.com,False
*.convertimagetotext.net/,wildcard_subdomain,convertimagetotext.net,False
*.convertio.co/,wildcard_subdomain,convertio.co,False
*.convertmyimage.com/,wildcard_subdomain,convertmyimage.com,False
*.convertonlinefree.com/,wildcard_subdomain,convertonlinefree.com,False
*.convertpdftodoc.com/,wildcard_subdomain,convertpdftodoc.com,False
*.convertpdftohtml.net/,wildcard_subdomain,convertpdftohtml.net,False
*.convertpdftopowerpoint.com/,wildcard_subdomain,convertpdftopowerpoint.com,False
*.convertpdftoword.net/,wildcard_subdomain,convertpdftoword.net,False
*.convertpdftoword.org/,wildcard_subdomain,convertpdftoword.org,False
*.convertstring.com/,wildcard_subdomain,convertstring.com,False
*.converttifftopdf.com/,wildcard_subdomain,converttifftopdf.com,False
*.convertword2pdf.com/,wildcard_subdomain,convertword2pdf.com,False
*.coolwinks.s3.amazonaws.com/,wildcard_subdomain,coolwinks.s3.amazonaws.com,False
*.copperproject.com/,wildcard_subdomain,copperproject.com,False
*.copticcollection.org,wildcard_subdomain,copticcollection.org,False
*.countrylineindia.com/,wildcard_subdomain,countrylineindia.com,False
*.Couponerswanted.com/,wildcard_subdomain,Couponerswanted.com,False
*.couponerswanted.net/,wildcard_subdomain,couponerswanted.net,False
*.coventrycompliance.com/,wildcard_subdomain,coventrycompliance.com,False
*.cozumelairbridge.com/,wildcard_subdomain,cozumelairbridge.com,False
*.cp08.com.tw/,wildcard_subdomain,cp08.com.tw,False
*.cpamarketingpro.net/,wildcard_subdomain,cpamarketingpro.net,False
*.cpearson.com/excel/games.htm,wildcard_subdomain,cpearson.com,False
*.cpisecurity.s3.amazonaws.com/,wildcard_subdomain,cpisecurity.s3.amazonaws.com,False
*.cr2.in/,wildcard_subdomain,cr2.in,False
*.cragin-pike.com/,wildcard_subdomain,cragin-pike.com,False
*.Crazyladyz.com,wildcard_subdomain,Crazyladyz.com,False
*.crazytaste.gr/,wildcard_subdomain,crazytaste.gr,False
*.cre8time.org/,wildcard_subdomain,cre8time.org,False
*.createpdf.neevia.com/,wildcard_subdomain,createpdf.neevia.com,False
*.credithotshots.com,wildcard_subdomain,credithotshots.com,False
*.crestwatch.co.za/,wildcard_subdomain,crestwatch.co.za,False
*.crm.ophos.com.br,wildcard_subdomain,crm.ophos.com.br,False
*.crmnext.com/,wildcard_subdomain,crmnext.com,False
*.cronometer.com/,wildcard_subdomain,cronometer.com,False
*.crosscloud.me/,wildcard_subdomain,crosscloud.me,False
*.crossrider.com/plugin,wildcard_subdomain,crossrider.com,False
*.crossrider.cotssl.net/,wildcard_subdomain,crossrider.cotssl.net,False
*.crowdstack.com/,wildcard_subdomain,crowdstack.com,False
*.crunchzilla.com/,wildcard_subdomain,crunchzilla.com,False
*.cruzetalk.com/,wildcard_subdomain,cruzetalk.com,False
*.cruzrojavalencia.org/,wildcard_subdomain,cruzrojavalencia.org,False
*.crystalgraphics.com/,wildcard_subdomain,crystalgraphics.com,False
*.cs.usfca.edu/,wildcard_subdomain,cs.usfca.edu,False
*.csrhub-static.s3.amazonaws.com/,wildcard_subdomain,csrhub-static.s3.amazonaws.com,False
*.cstv.com/,wildcard_subdomain,cstv.com,False
*.csvjson.com/,wildcard_subdomain,csvjson.com,False
*.cta.com.py/,wildcard_subdomain,cta.com.py,False
*.ctera.com/,wildcard_subdomain,ctera.com,False
*.ctoovu.com/,wildcard_subdomain,ctoovu.com,False
*.ctrlv.it/,wildcard_subdomain,ctrlv.it,False
*.ctyunapi.cn/,wildcard_subdomain,ctyunapi.cn,False
*.cuckoopreneur.com/,wildcard_subdomain,cuckoopreneur.com,False
*.culturemagnet.com/,wildcard_subdomain,culturemagnet.com,False
*.curiousconcept.com/,wildcard_subdomain,curiousconcept.com,False
*.curraldeltiupino.com/wp-content/plugins/zevmureuuos/betterbusinessrp.html,wildcard_subdomain,curraldeltiupino.com,False
*.currydishes.com/,wildcard_subdomain,currydishes.com,False
*.customers-help.net/,wildcard_subdomain,customers-help.net,False
*.cvacerscatwunsjjallsllk.com,wildcard_subdomain,cvacerscatwunsjjallsllk.com,False
*.cvh4h.sharepoint.com,wildcard_subdomain,cvh4h.sharepoint.com,False
*.cvisiontech.com/index.php/download.html,wildcard_subdomain,cvisiontech.com,False
*.cvmkr.com/,wildcard_subdomain,cvmkr.com,False
*.cvty-support.com/,wildcard_subdomain,cvty-support.com,False
*.cw.websale.biz/,wildcard_subdomain,cw.websale.biz,False
*.cyberduck.io/,wildcard_subdomain,cyberduck.io,False
*.cyclingdeal.com/,wildcard_subdomain,cyclingdeal.com,False
*.cynapse.com/,wildcard_subdomain,cynapse.com,False
*.cyrandcyrinsurance-my.sharepoint.com,wildcard_subdomain,cyrandcyrinsurance-my.sharepoint.com,False
*.czaxgroup.co.uk/,wildcard_subdomain,czaxgroup.co.uk,False
*.czbarnard.net,wildcard_subdomain,czbarnard.net,False
*.czeladz.pl/,wildcard_subdomain,czeladz.pl,False
*.d31vld8untghou.cloudfront.net/,wildcard_subdomain,d31vld8untghou.cloudfront.net,False
*.dabloghat.com/,wildcard_subdomain,dabloghat.com,False
*.dahrabuildcon.com,wildcard_subdomain,dahrabuildcon.com,False
*.daigneaultelectrique.ca/,wildcard_subdomain,daigneaultelectrique.ca,False
*.daily-meals.s3.amazonaws.com/,wildcard_subdomain,daily-meals.s3.amazonaws.com,False
*.dalel1.com,wildcard_subdomain,dalel1.com,False
*.dalet.com/,wildcard_subdomain,dalet.com,False
*.dansons-website-images.s3.amazonaws.com/,wildcard_subdomain,dansons-website-images.s3.amazonaws.com,False
*.daolink.hk/,wildcard_subdomain,daolink.hk,False
*.dartmoorrresource.org.uk/,wildcard_subdomain,dartmoorrresource.org.uk,False
*.datamolino.com/,wildcard_subdomain,datamolino.com,False
*.dataverse.gr/,wildcard_subdomain,dataverse.gr,False
*.datavisu.al/,wildcard_subdomain,datavisu.al,False
*.datijob.co.il,wildcard_subdomain,datijob.co.il,False
*.dav.com.au/,wildcard_subdomain,dav.com.au,False
*.de10.com.mx/,wildcard_subdomain,de10.com.mx,False
*.deadspin.com/,wildcard_subdomain,deadspin.com,False
*.dealerwi.s3.amazonaws.com/,wildcard_subdomain,dealerwi.s3.amazonaws.com,False
*.debtconsolidationcare.com/,wildcard_subdomain,debtconsolidationcare.com,False
*.decisyon.com/,wildcard_subdomain,decisyon.com,False
*.decolonies.com/,wildcard_subdomain,decolonies.com,False
*.deercreektech.com/,wildcard_subdomain,deercreektech.com,False
*.dejaprinting.com/,wildcard_subdomain,dejaprinting.com,False
*.dell.myway.com/,wildcard_subdomain,dell.myway.com,False
*.delphiforums.com/,wildcard_subdomain,delphiforums.com,False
*.deltabid.com/,wildcard_subdomain,deltabid.com,False
*.delthom.eu.com/,wildcard_subdomain,delthom.eu.com,False
*.demaiffe.be/,wildcard_subdomain,demaiffe.be,False
*.demo-builder.com/,wildcard_subdomain,demo-builder.com,False
*.democratizecomputing.org/,wildcard_subdomain,democratizecomputing.org,False
*.department-online.com/,wildcard_subdomain,department-online.com,False
*.depressionresidentialtreatment.com/,wildcard_subdomain,depressionresidentialtreatment.com,False
*.derbypc.co.uk/,wildcard_subdomain,derbypc.co.uk,False
*.dertoposlo.com/,wildcard_subdomain,dertoposlo.com,False
*.designdentallab.com/,wildcard_subdomain,designdentallab.com,False
*.desistreem.info/,wildcard_subdomain,desistreem.info,False
*.despa.gov.aw/,wildcard_subdomain,despa.gov.aw,False
*.desparde.gq,wildcard_subdomain,desparde.gq,False
*.desygner.com/,wildcard_subdomain,desygner.com,False
*.desythashop.co.id/,wildcard_subdomain,desythashop.co.id,False
*.dev.germanyafrica.com/,wildcard_subdomain,dev.germanyafrica.com,False
*.dev.seasonsbounty.com/,wildcard_subdomain,dev.seasonsbounty.com,False
*.dev.souchonimmobilier.fr,wildcard_subdomain,dev.souchonimmobilier.fr,False
*.developerdotstar.com/community,wildcard_subdomain,developerdotstar.com,False
*.development-bali-backend.s3.amazonaws.com/,wildcard_subdomain,development-bali-backend.s3.amazonaws.com,False
*.deveste.nl/,wildcard_subdomain,deveste.nl,False
*.devtoolsonline.com/,wildcard_subdomain,devtoolsonline.com,False
*.dexterchaney.com/,wildcard_subdomain,dexterchaney.com,False
*.dextron.de/jYGUFye7,wildcard_subdomain,dextron.de,False
*.dflex.pl/,wildcard_subdomain,dflex.pl,False
*.dhiyaselectric.co.id/wp-includes/Requests/Auth/adobesecured9vw,wildcard_subdomain,dhiyaselectric.co.id,False
*.diahome.org/,wildcard_subdomain,diahome.org,False
*.diamondrefined.com/,wildcard_subdomain,diamondrefined.com,False
*.diawi.com/,wildcard_subdomain,diawi.com,False
*.dicorinrew.com/,wildcard_subdomain,dicorinrew.com,False
*.dietra.epcpartners.com/,wildcard_subdomain,dietra.epcpartners.com,False
*.dietsfast-0diet.com/,wildcard_subdomain,dietsfast-0diet.com,False
*.dietsfitfits.com/,wildcard_subdomain,dietsfitfits.com,False
*.dietszxfits.com/,wildcard_subdomain,dietszxfits.com,False
*.digal.com.mx/,wildcard_subdomain,digal.com.mx,False
*.digilocker.gov.in/,wildcard_subdomain,digilocker.gov.in,False
*.digitalbucket.net/,wildcard_subdomain,digitalbucket.net,False
*.digitallife.co.uk/,wildcard_subdomain,digitallife.co.uk,False
*.digitalmailer.com/,wildcard_subdomain,digitalmailer.com,False
*.digite.com/,wildcard_subdomain,digite.com,False
*.digitechsystems.com/,wildcard_subdomain,digitechsystems.com,False
*.diigo.com/,wildcard_subdomain,diigo.com,False
*.dillinger.io/,wildcard_subdomain,dillinger.io,False
*.dingtalk.com/,wildcard_subdomain,dingtalk.com,False
*.directcloud.jp/,wildcard_subdomain,directcloud.jp,False
*.directlaw.com/,wildcard_subdomain,directlaw.com,False
*.directsalesanddesign.com/,wildcard_subdomain,directsalesanddesign.com,False
*.discovery-team.com,wildcard_subdomain,discovery-team.com,False
*.disneyfloridaretreat.com/,wildcard_subdomain,disneyfloridaretreat.com,False
*.display.cruisetravelboutique.com/,wildcard_subdomain,display.cruisetravelboutique.com,False
*.displayworks.com/,wildcard_subdomain,displayworks.com,False
*.dl.dropbox.com/s/qo55r8uofwbnmvf,wildcard_subdomain,dl.dropbox.com,False
*.dl.dropboxusercontent.com/s/9eobalmyhast7aj/13464.zip,wildcard_subdomain,dl.dropboxusercontent.com,False
*.dl.dropboxusercontent.com/s/e11euc6frlwcbyf,wildcard_subdomain,dl.dropboxusercontent.com,False
*.dl.dropboxusercontent.com/s/e11euc6frlwcbyf/IMPORTANT DOC.zip,wildcard_subdomain,dl.dropboxusercontent.com,False
*.dl.google.com/dl/googlecalendarsync,wildcard_subdomain,dl.google.com,False
*.dl.tglapp.com/genius-scan,wildcard_subdomain,dl.tglapp.com,False
*.dlaa.me/,wildcard_subdomain,dlaa.me,False
*.dlinkddns.com/,wildcard_subdomain,dlinkddns.com,False
*.dll-files.com/,wildcard_subdomain,dll-files.com,False
*.dna-live.s3.amazonaws.com/,wildcard_subdomain,dna-live.s3.amazonaws.com,False
*.dnanexus.com/,wildcard_subdomain,dnanexus.com,False
*.dnscheck.co/,wildcard_subdomain,dnscheck.co,False
*.dnvgl.com/,wildcard_subdomain,dnvgl.com,False
*.dnz390.org.ua/,wildcard_subdomain,dnz390.org.ua,False
*.dobra-reklama.com/,wildcard_subdomain,dobra-reklama.com,False
*.doc-0s-7c-docs.googleusercontent.com/docs/securesc/ha0ro937gcuc7l7deffksulhg5h7mbp1/n7jntvbcs5ki6qsjagq80vg8lqqdag52/1497628800000/08652879646932633128//0B42m7TuiYgmjdTRsa1dqZ1RMSzA,wildcard_subdomain,doc-0s-7c-docs.googleusercontent.com,False
*.doceri.com/,wildcard_subdomain,doceri.com,False
*.docin.com/,wildcard_subdomain,docin.com,False
*.docracy.com/,wildcard_subdomain,docracy.com,False
*.docraptor.com/,wildcard_subdomain,docraptor.com,False
*.docs.cloudbyte.com/,wildcard_subdomain,docs.cloudbyte.com,False
*.docs.zone/,wildcard_subdomain,docs.zone,False
*.docsend.com/,wildcard_subdomain,docsend.com,False
*.docslide.net/,wildcard_subdomain,docslide.net,False
*.docspal.com/,wildcard_subdomain,docspal.com,False
*.documen.site/,wildcard_subdomain,documen.site,False
*.documentlocator.com/,wildcard_subdomain,documentlocator.com,False
*.docusiagnappe28ias.appspot.com,wildcard_subdomain,docusiagnappe28ias.appspot.com,False
*.docuware.com/,wildcard_subdomain,docuware.com,False
*.doenenlater.nl/,wildcard_subdomain,doenenlater.nl,False
*.dogbike.com.br/,wildcard_subdomain,dogbike.com.br,False
*.dogumgunumagneti.net/,wildcard_subdomain,dogumgunumagneti.net,False
*.doimuoi.com/,wildcard_subdomain,doimuoi.com,False
*.dolphinimaging.com/,wildcard_subdomain,dolphinimaging.com,False
